Daily_Activity_Pattern,Study_Hours,Sleep_Schedules,Class_Attendance,Heart_Rate,Sleep_Quality,Stress_Levels,Step_Count,Messaging_Frequency,Social_Media_Activity
4.370861069626263,4.2665515013998805,4.812419043593799,63.918424083132834,66.68045082505549,4.080029723010141,42.66670821434463,5358.2421551806265,28,0.11164895950068443
9.556428757689245,1.9969834619348479,6.400273312845567,89.91465986045932,68.61717273471506,9.83245000817152,73.83410492666124,6146.391610129484,27,5.240564638508301
7.587945476302646,4.570296776508945,4.694335551162798,66.31269590205734,66.84624371683879,6.667152357332826,31.36630199676156,6482.122406843218,33,3.916606357665856
6.387926357773329,4.915878617925735,7.412067156427523,64.96916868526742,64.33765068100774,4.7454485176554195,33.11619328952047,6624.281197982561,36,1.8503003534703184
2.4041677639819286,4.83968567189656,6.598927703521404,61.62529961039156,96.24771403016962,2.49884662147543,33.55669512697152,9237.789195861338,32,1.6003213669707874
2.403950683025824,5.621171088331932,4.750938200642083,56.48394891121177,88.31339061988403,9.875591175553254,48.98192927450777,9548.856853375162,22,4.010209194237346
1.5227525095137953,5.250883231823356,6.128949107540164,62.8231530508383,94.20367502144262,8.387641083368159,56.47447444456396,6656.652692150434,37,2.6296225087658183
8.795585311974417,4.688770118842655,5.597412313291301,67.76598742369438,62.77104980444436,3.5332957220582744,61.095132021767505,9196.969752103638,36,0.11103327233234817
6.41003510568888,3.8947514328120296,6.883009412503016,83.69971040728652,75.71253749910892,1.6306182614907052,88.57992976242454,7715.322733262179,37,5.6808599469070025
7.372653200164409,1.5085585997260127,8.108540535227773,53.12824211097258,62.06492374795904,1.5096300163980223,20.0,7129.011945725143,30,2.3490143066760645
1.185260448662222,4.644427328698879,4.249793036425107,60.52534698326715,68.04305122802936,2.0834033455498044,59.13103383686625,8813.088314219927,29,5.24335760472364
9.72918866945795,4.311531530744666,6.6380312949769005,90.45118201458382,65.81873016583425,6.226917252529795,41.64304141141653,7144.504096475832,26,4.917652436948573
8.491983767203795,4.4073682557930605,6.307840645320032,57.346096179188535,87.39584006441561,9.358870790849432,41.2037727666684,11115.622354195524,30,1.4984856832757787
2.9110519961044856,2.0848771362695357,7.305608091740559,67.13225732612608,71.0377032189824,5.470690852053861,40.70341807619184,4123.177666410882,35,4.549784796544722
2.636424704863906,2.3784151893876064,6.755835953885227,93.23294609290701,85.68379333694017,8.586509342105774,36.3684549378804,5969.658201815964,35,2.0228361752044783
2.650640588680904,5.579729279999356,5.597636801913417,57.74626555717213,81.04120889588518,5.01297957873827,75.26787251905178,6746.962206092099,20,0.19994911979408725
3.7381801866358395,3.9406672692150173,6.117135277200058,54.13684178090949,98.03638752104789,7.377251911910427,62.634459905208544,7878.905380915981,33,2.363102750966786
5.72280788469014,5.022251046058937,5.544768971835813,74.22689975400054,60.20555776860276,7.586854635578508,50.347939678360625,9535.920974206178,37,3.5964562526644186
4.887505167779041,4.042477564195692,7.791208566318318,65.12097556392682,87.59233239786799,2.5656733531300477,70.265236287305,6951.202865527686,31,2.305895028005493
3.6210622617823773,4.044634209243617,6.525573978406331,78.1704182241927,86.46440870400727,4.250944530782306,27.312065520516867,4155.540700987585,30,2.539427488612348
6.506676052501415,5.407425708963997,8.781428822903608,90.19024452417375,65.26621161972966,6.735719408842215,30.039423030036108,8685.027792910008,39,4.7153490673929195
2.2554447458683766,3.225932907673939,6.427207023422455,56.857424407637154,85.0713333647316,1.6362694736592958,20.0,8509.91753228393,29,3.159740970435138
3.629301836816963,4.144181165411475,5.649911879707445,79.03495422771425,78.36144963026229,4.253861689866609,39.50878189815069,3116.2826812411877,25,1.7350525330725712
4.297256589643226,3.3065870669424364,4.683542728864607,75.2754380194932,72.72523740046593,5.8131951965307325,52.425477900571295,6992.391732658401,28,4.05304548550099
5.104629857953324,3.3482556588515267,4.336232388492866,57.20393930065998,66.76064513028001,9.966020437401749,51.54287866898501,3819.716338639404,30,3.2965133504313675
8.066583652537123,3.536241814797041,4.599036868393412,81.19992427644912,67.80890548550813,5.270802063601966,52.240128665898204,5670.697804995875,33,0.0
2.7970640394252375,4.333200657450569,6.8205519812137805,63.68202089303858,95.49812095785926,8.344510814028911,28.83414753400877,5194.3821460744,31,3.642529370657173
5.628109945722504,3.281877067504784,7.1104700278759205,74.39171592720062,75.00682818957483,4.88860556559956,62.047321139210325,8618.529396483971,24,3.5877430615741526
6.331731119758382,5.883634188360281,4.6025711575614405,54.11361621385309,82.82130001531459,8.16751650357738,53.59441277358497,7233.660348344368,25,3.03018169437129
1.4180537144799796,2.658089046670744,7.574045976891338,72.97920286068116,67.09100618332447,6.358733214580976,60.995814221989974,4428.817998487944,25,4.337550871604362
6.467903667112945,3.7196925337579616,5.920326737979873,65.32317340214101,67.2014705377836,8.979358973521585,21.60856733614922,8760.131925914684,24,1.9914096235102468
2.5347171131856236,3.3404034125887376,6.676151614382659,91.11906055926772,85.81984809249943,4.698482971150989,54.67236288196685,4132.388352143171,34,3.5047496832313514
1.5854643368675156,6.1704668265306,8.434664753906508,52.84893634986842,61.50423788448468,6.43873977839331,32.1835214012371,7660.227580941887,29,0.6495609432489706
9.539969835279999,4.294832164767362,7.576207179038638,70.9303637459165,70.84786232094729,6.670168125569447,44.04015121172957,5371.978661416889,32,3.6106355750982475
9.690688297671034,5.547766809202953,6.1777632225130015,72.9215712065719,75.34027411072232,4.7564464762042595,58.01547347954575,6268.64583493896,30,5.929589543309845
8.275576133048151,1.7716594404445418,5.430569329501655,86.25030381495594,76.11372601840053,2.2988083931873335,51.366404093838696,8008.541496076768,40,1.5077154712986882
3.741523922560336,4.4005753988038885,3.917821518404834,78.71437875451055,73.20906714983843,1.84203466221102,37.22690030331022,8042.8987981190585,31,1.860296802018337
1.8790490260574548,5.334446193435156,5.6370160169090955,83.36061685970905,78.95819781095923,1.150043955396698,50.094097342766275,9673.93814711192,42,1.9349768356626715
7.158097238609412,4.123425983913136,6.246643713406766,88.8524642825878,81.92855755817811,8.86180837820693,27.026970271345355,6835.492600657094,26,3.194997338702393
4.961372443656412,5.598220562598026,5.31538456741858,93.11014868290944,82.3463754545933,3.128274210148251,67.25401093847444,7612.901725926681,29,1.4054455907194228
2.0983441136030097,3.224067324849442,6.342491639489234,65.69377483612352,65.14196191332174,2.9035607435359125,46.92073970755623,6124.525355191351,36,3.63187106803647
5.456592191001432,6.114021160278369,6.592222259550522,76.90113526819515,72.15844902071203,7.62431860383459,66.77824916382988,7363.979765245595,33,4.270259918203748
1.3094966900369656,7.448347185428876,6.230172821830306,92.00540392196,86.94762861876937,3.8801450177865258,42.10202469355936,7878.972096017023,27,3.8015208201806763
9.18388361870904,3.4557421593405113,5.7199969030118485,99.47255654825283,83.94647187573872,5.554402231706529,42.14636017390126,6803.380305091248,34,0.3473768615428914
3.3290198344001523,3.3317462178988424,6.702385606360073,94.47596555218816,61.27140548518936,2.4625995876771065,38.5371982004323,3392.4990318150076,24,4.49275149773791
6.962700559185838,6.1800767156765515,7.030328779483291,68.57336313121884,78.51479900352201,9.637711493157724,63.14260897539613,7662.941792661791,25,4.40605112138052
3.8053996848046987,6.369358218596068,5.191521107068585,59.75832586093252,55.2177475062519,8.664232600155136,39.358532640072866,7729.122954710914,30,4.245242058519457
5.680612190600297,3.2157099592700975,8.193118855695523,74.46962687032944,75.4693490206037,8.774106606685029,59.66893148622765,5639.653047304098,27,3.5592633729837377
5.920392514089517,3.369719774356214,6.381694241258886,87.0820725918021,93.97767016745976,4.660963737148046,44.26321403496065,4431.225927854972,29,3.3302839713076993
2.6636900997297435,3.577323086709239,6.522619547533817,74.62845353766488,65.52107282731014,7.8612509233645556,20.360550501625706,9951.75830100793,23,4.548584097189595
9.726261649881026,1.9833242334485846,7.349857307907868,74.15904316568343,66.65676954508417,2.2948853985080215,41.44528898320301,7982.891021788804,37,5.8852702314051815
7.976195410250031,2.6220220802737026,6.779859357516202,91.91152105409003,82.6402978157286,1.0775710233260225,32.31337678455728,6541.837938156581,28,1.5704393049527252
9.455490474077703,2.493788849871898,7.643763960695894,68.07018895335932,59.571984847903536,1.1797563932022532,50.50854085523506,4725.934233705026,33,4.617188093692158
9.053446153848839,2.8483036523438074,6.844548998242189,92.98973374058228,68.67244970114962,6.279415636641044,32.14388396488265,5356.3703431573085,33,2.870674352988821
6.381099809299767,3.947972668919828,5.765075150431475,70.34024004758618,80.96441137581752,5.098554147231467,63.88962651071925,9605.180793572463,34,2.805490421957099
9.296868115208051,4.351322098804781,6.933804230247322,66.41165528391697,68.65714152310596,5.662138140176678,48.63386209470459,7275.3238817360925,30,0.6952039644269425
1.7964325184672756,6.325750739221116,5.127528551215206,72.69949555998495,72.64030012789028,1.0671682637549746,47.336060078618914,5898.825865998587,29,2.5728158857269072
